TP X VALUE, TP Y VALUE, FN X VALUE, FN Y VALUE

6.57058,3.39138,1.59895,2.33039
4.72423,4.55321,2.41041,2.46784
5.85418,4.11922,0.83338,3.5787
3.75364,3.76662,2.6062,2.31235
5.10826,6.49159,2.26805,2.45306
3.02038,4.47855,2.70245,2.16081
3.4092,4.14362,3.39657,0.986806
4.19174,2.09015,3.27788,1.05326
4.12547,2.8597,0.78867,3.20844
4.42488,3.65938,2.76423,1.68118
5.55805,2.49696,1.92622,2.97987
3.76647,3.2336,1.54789,2.53756
3.05845,3.04588,2.44784,2.16205
4.75548,4.50683,1.37407,3.57907
5.67155,3.78369,1.42965,3.50207
4.29877,3.52121,1.76791,1.96318
5.4714,4.68225,1.69612,2.62065
3.45794,3.57236,2.04633,1.7033
4.00977,4.27993,3.21833,1.58865
2.99323,4.47844,3.32245,1.4478
5.91486,4.04608,2.67615,1.69337
3.87513,3.26953,1.31501,3.19992
3.53273,3.51236,3.25704,1.03108
2.77926,4.0139,2.60157,1.94113
2.3217,4.52342,2.78198,1.69785
5.7847,3.80132,2.7624,2.09807
4.21932,6.10096,2.84008,1.52235
4.65062,1.97761,2.46639,2.43806
4.87098,3.54032,2.04387,2.87246
5.60999,4.45285,2.9603,1.38616
5.12277,3.66148,1.21053,2.24152
4.09756,3.39589,3.02683,1.77484
5.04916,4.38768,0.744792,3.12407
3.50758,4.30692,2.93629,0.90727
2.75078,3.04413,2.80624,1.70243
4.82912,4.51538,2.9254,1.69371
3.56706,3.37754,1.6451,0.646549
3.76431,3.68696,2.08536,2.87301
3.0043,3.88273,2.24085,2.69664
4.07979,3.21734,2.70499,1.7077
5.0178,2.91255,2.70743,2.28617
6.46084,5.02957,2.36812,2.30508
4.00495,4.55405,3.52011,1.39361
2.94753,3.44313,2.62161,1.32063
3.2108,4.24543,3.45169,1.54106
4.59096,3.68554,1.09004,2.8736
3.60466,2.68034,2.39755,2.58969
4.26692,4.24736,2.5943,2.13639
5.04808,2.00965,1.11063,1.872
4.12102,4.8892,2.6607,1.73296
4.83522,5.58318,2.10966,2.72557
3.98895,3.16297,1.40662,2.60898
4.95017,5.50854,1.91246,2.55568
4.2167,5.04801,1.11212,3.86092
2.19467,4.67534,2.33174,2.62538
4.64818,4.45088,4.63965,-0.242559
4.48218,5.09447,2.64328,1.97559
3.25506,2.35288,3.20647,0.621577
3.11092,3.54705,2.85739,0.245695
4.63436,4.38235,1.93483,2.79265
5.48917,4.12846,2.40882,2.48626
5.1363,2.68632,1.62377,2.41024
3.03086,3.2553,2.61203,1.34697
4.32838,3.22249,2.09583,2.74444
3.98413,5.46026,2.85006,1.82349
5.93453,4.33055,3.35298,1.60379
3.19059,4.24941,2.15392,2.59761
5.6777,3.97899,4.04162,0.258349
4.75581,1.95489,1.48026,2.92199
2.87342,3.56197,3.0322,1.90802
4.51988,4.12889,1.04618,3.45092
5.02718,4.27315,2.14089,2.74835
5.49856,4.84436,0.654664,3.81556
2.86968,2.71631,2.64702,2.01299
4.54166,4.5497,1.36056,3.4134
4.04162,4.05592,1.80101,2.30583
3.41289,2.51813,3.16973,1.65418
4.64637,2.25775,2.1592,2.60489
3.66834,3.31546,0.891158,3.07627
3.31271,4.91779,2.3868,2.29476
5.42089,4.67153,2.01635,2.56085
3.62727,4.49913,1.25355,2.22083
4.02863,4.32735,2.32818,2.63246
3.58491,3.75299,2.54045,2.31328
3.7514,4.63018,1.035,3.61734
4.12185,5.2179,2.16864,2.72078
4.03429,4.6095,1.79026,3.14535
4.53445,2.47043,2.2977,1.75387
3.84209,4.95535,2.63264,1.18198
4.23453,2.9063,1.51276,2.22175
3.37678,4.23859,1.69217,2.82902
4.61754,4.97618,2.94411,1.96456
3.18605,4.43178,1.07556,3.66199
4.94877,5.35608,2.45437,2.21015
3.55324,3.29554,1.5016,3.38802
3.78351,4.44025,1.12488,3.50774
3.56562,3.4688,2.543,0.986853
4.89879,3.86992,1.65428,2.82018
2.55219,3.78294,1.90501,2.44309
3.26766,3.40533,3.19211,1.52814
3.35742,4.59045,2.18874,2.17397
4.87719,3.90451,3.38384,0.651609
3.00031,4.39028,2.82499,2.03787
4.68071,4.06234,2.22185,1.9051
2.5336,3.38251,2.39915,2.4575
4.56865,3.41548,1.14578,3.29985
4.14984,3.29152,2.45312,2.1707
6.08424,3.34051,1.81191,3.1496
3.40922,5.85649,1.4343,2.37422
4.39996,2.697,0.675366,4.14075
6.03829,2.41373,1.91234,2.60835
3.91229,3.95824,2.75822,1.50397
4.5868,4.31201,3.1279,1.58493
2.04941,5.23026,2.17951,2.3894
4.89208,4.85945,3.11079,1.60333
3.15052,3.3557,1.70945,2.93437
1.7209,4.30446,2.99763,1.6671
5.94871,3.22624,1.38583,2.73064
3.78878,3.93518,2.26838,2.51652
2.95891,3.69363,2.13066,2.74096
4.63877,3.14439,2.54776,2.00837
6.04791,4.58163,2.54895,2.18626
3.96292,4.48446,3.54726,0.0702004
5.09141,5.16954,1.15108,3.19376
3.31626,5.02674,0.848328,3.76207
3.99162,3.73186,1.40433,3.43679
4.57853,5.41178,2.25364,2.50376
3.3635,4.08959,2.21941,2.57802
3.01392,2.90092,1.49141,3.0248
3.94967,3.77735,2.10129,1.17361
3.33548,5.53959,1.16704,3.01579
5.00156,4.22036,0.951029,2.22204
5.43805,3.8146,2.78699,2.1953
4.28221,5.28894,3.19958,1.37368
3.29907,2.81478,2.15665,2.15227
5.4049,4.80295,2.25534,2.39559
4.47065,2.84985,3.37678,1.34529
3.09356,4.8441,1.1879,3.14007
5.83144,3.83681,2.76441,2.1544
3.83577,5.59255,1.88167,2.97845
5.04,5.35001,1.58675,3.40087
5.20807,4.20195,3.45435,0.627748
2.73462,4.65395,1.59621,2.64138
5.25004,2.63807,2.35042,2.02322
3.12434,4.09666,3.47998,1.44026
4.34852,4.83245,2.84222,2.10951
3.33465,3.94894,2.87092,1.92208
5.12811,3.95835,3.02968,1.20903
4.72243,4.9607,2.91345,1.92619
4.75621,5.2881,1.70109,2.15977
4.87255,4.04644,2.57687,2.18216
3.51703,5.06877,1.54019,1.45047
3.22796,3.7848,3.32527,1.55562
3.8957,3.89231,1.52401,2.32112
4.15588,3.52873,0.939531,3.42059
3.94874,3.6405,2.88282,1.89371
4.63789,5.16752,2.74991,1.89651
4.03481,4.33389,2.2279,2.72765
3.29835,4.99335,2.36482,2.59285
4.23091,3.15032,1.65219,3.28733
5.23066,4.63274,2.21084,2.44302
5.00914,2.87268,2.22367,2.7615
4.40386,5.77807,1.09197,3.54653
3.98966,4.63449,2.96935,1.88264
6.09631,3.07825,3.08712,1.90804
4.23438,4.74187,4.78915,0.190114
5.78888,0.575012,2.84522,1.5851
3.35093,3.22283,2.06207,2.93119
4.1182,3.56657,1.49139,2.84047
6.18705,5.72631,3.37091,1.07647
4.12509,3.44261,2.20858,1.87089
2.87543,2.76482,0.910297,3.26883
3.62523,2.56095,1.88986,2.71434
2.75627,7.87025,2.33107,2.56294
3.6867,3.06234,1.9658,2.33762
4.80233,4.29401,2.14766,2.82407
4.89495,4.90721,1.38585,2.81549
3.70595,3.16603,1.70113,2.09874
4.51554,4.36474,2.31115,2.45191
3.46967,3.54312,2.99658,1.82217
3.09534,4.28036,3.73334,1.16334
4.21682,4.38918,3.3051,1.41268
5.19048,3.53048,1.34189,2.70114
3.58569,2.81806,3.39661,1.15397
3.0867,2.48648,1.48256,3.2761
4.31832,4.46464,2.61172,2.11375
4.12736,3.12687,1.96286,2.52876
4.80985,4.83884,2.0637,2.54013
4.58642,3.39672,2.5195,2.13153
4.11195,5.46618,1.668,3.10854
4.97899,3.35849,1.77726,2.87227
3.54975,4.15293,1.89031,2.65455
4.0487,3.86661,1.83917,3.10066
5.37557,3.70593,1.38115,3.35252
2.52532,3.02719,3.57878,1.08001
4.4494,3.72498,2.4767,2.46264
3.55718,4.56641,1.34079,3.22667
2.90232,3.49986,1.62613,2.07766
4.83367,4.26002,1.94797,2.69523
4.17102,5.74545,2.00878,2.08285
3.46318,3.18085,2.89607,1.93579
4.57495,4.77539,1.31665,3.65577
2.75744,5.49025,1.79658,2.73852
2.5566,3.56637,1.64592,2.37503
4.21657,4.34597,2.2085,2.59458
4.24985,5.35258,1.54713,3.40204
4.01829,4.23107,1.50564,2.73441
3.43208,4.65245,1.66376,2.34002
3.49876,4.06607,1.49665,2.98114
3.70194,4.67933,2.40564,2.23179
2.75089,4.60573,0.728542,2.53179
3.95458,3.71233,3.20794,1.3963
5.85462,4.62735,1.70238,2.88986
5.38781,3.62787,2.15077,2.57415
2.87721,4.05094,2.23905,2.57776
4.91998,3.91367,1.42663,3.41646
4.00403,5.88136,1.72559,2.99276
5.70361,5.12954,0.726299,3.2632
3.73649,5.63754,2.10085,2.85746
3.88589,4.72602,1.71602,3.00919
5.07916,3.81508,2.49445,2.38608
6.51861,3.96433,2.95699,1.85843
3.394,2.67159,2.18639,2.4172
4.14895,3.24871,1.70672,2.87311
3.99718,3.16462,3.02275,1.83823
4.4291,2.62297,3.20512,1.24098
4.53897,3.64022,2.69873,1.74201
4.49723,3.63527,2.66148,2.26708
4.94175,4.17932,2.97044,1.77518
3.47174,3.28245,1.76666,3.22778
3.99357,4.57872,1.70055,2.52605
7.11154,2.10987,1.5454,2.73616
4.76827,2.41995,1.53972,3.33975
4.61845,4.06626,1.81456,3.11304
5.29651,4.39907,2.24793,1.75245
4.14333,3.92426,1.72999,3.23391
3.5529,4.33006,2.14311,2.82947
3.86113,5.11281,2.97877,1.33843
4.65645,4.61769,2.0273,2.93748
4.6296,3.52636,1.51026,3.25561
3.09899,5.34927,1.38879,3.02265
3.42904,3.1018,2.73406,-0.147042
3.30221,4.04047,1.99899,2.944
3.54146,4.45783,3.42227,1.5715
1.92411,4.54147,1.50918,3.22017
4.26585,5.37696,2.35741,2.08873
1.82251,4.95088,1.70115,3.26261
3.98294,4.03507,2.81888,1.14159
3.658,3.71931,1.62823,3.09286
3.33907,2.76619,1.46835,3.12832
4.38026,4.14521,3.02323,1.17088
4.95276,3.96256,2.64565,2.12998
4.80737,2.13552,2.82049,1.87947
3.28626,3.04511,2.13772,2.40275
5.10732,4.54262,2.75804,1.36958
4.43273,4.70064,3.69998,1.19068
3.98659,3.59074,0.546124,4.10643
