TP X VALUE, TP Y VALUE, FN X VALUE, FN Y VALUE

4.66242,16.3442,0.263249,2.38721
-2.33172,5.85223,0.798264,1.11697
0.943723,-6.48478,0.588206,-2.92662
0.345706,4.69051,1.3356,0.537772
1.54382,-3.28355,-1.19066,-1.77285
6.1339,0.715817,-3.26154,-1.11065
3.50798,6.78321,-1.6579,2.93306
4.25136,8.98455,0.291087,2.42605
4.90088,7.247,-0.797778,1.48674
3.09306,14.0345,2.39452,-1.56749
1.41862,9.65147,1.7179,0.606145
3.01612,-1.40867,0.61156,-3.13091
0.483253,-6.48524,0.657144,-2.59031
-3.15713,6.39294,1.4628,2.57637
10.3408,4.76551,0.474241,-3.07493
4.82826,10.7529,-1.04928,-0.432501
7.02379,-5.48051,0.142897,0.93706
9.75905,-5.68125,0.465163,0.262613
0.0409784,13.4772,1.43071,-2.51762
1.74979,16.7555,2.51899,1.42779
4.36787,-10.1051,-2.13457,-2.40824
6.29752,3.13607,-3.20318,-3.17548
1.30584,9.54205,0.265016,2.71239
7.33037,6.55545,0.839067,-0.441532
4.89845,9.63751,-1.93879,3.60897
3.97762,-1.18007,1.07246,-2.96295
4.35827,4.23088,1.2308,2.15834
6.00217,8.53426,-0.121897,-2.88655
4.72901,-0.723232,-1.3984,-1.77319
4.56228,3.30636,-2.48679,-3.60169
4.40269,1.51826,1.12033,1.21687
5.08953,0.369171,2.33238,-1.73244
13.1157,-3.35499,0.184842,-2.67612
6.6463,-11.3277,0.988699,-0.621632
4.44878,3.14059,-0.0774674,-2.79469
5.05276,22.9935,-3.19318,3.02148
3.69823,10.4239,0.311057,-2.05998
-2.93115,10.4649,2.09928,0.133229
7.94962,10.3293,-2.30523,-0.397092
5.83951,-4.83677,-0.791556,-3.58666
5.01643,5.53911,-1.84439,-3.07518
2.29097,-11.904,1.44944,1.86066
5.31587,10.9613,-0.901026,3.17064
8.09337,-3.99568,-1.17613,2.00802
4.55898,-2.70058,-1.85745,-0.882604
2.30461,-13.1148,-4.99996,-0.357013
5.29512,10.8512,-3.58594,3.0677
5.25027,4.64805,-0.406932,3.4492
2.48663,4.55922,1.03208,2.70308
6.22647,10.5462,2.53859,1.03256
4.04817,5.89667,-1.64021,-1.6801
-1.70022,12.7935,1.5938,-2.47548
10.6593,5.14042,-1.21344,1.87358
5.18435,13.9867,0.734427,1.89093
11.0027,14.4135,2.10428,-0.056756
6.87238,1.91356,1.82004,2.35452
3.89572,5.0983,1.81966,1.68501
-0.861744,5.6167,-1.26524,-1.73731
2.58984,-8.54002,2.18743,-0.503723
6.29698,5.33064,0.225528,2.04933
6.13176,-1.69414,1.30206,0.636574
9.08593,10.1621,1.10618,1.13135
7.84106,2.5805,1.57212,2.04686
8.93836,7.17557,-2.93025,2.91395
4.0145,8.6256,1.92845,1.77009
3.71176,-0.482608,-2.96042,0.8392
7.1407,-3.73534,1.96232,0.616884
4.96059,-4.21252,0.247881,-2.66111
8.67787,1.83031,1.68143,-0.924441
4.03468,2.51816,-2.0893,-3.36851
-0.143886,11.216,-3.28729,1.32012
6.42413,5.0119,-1.92019,3.15511
4.45789,0.831285,1.29124,-2.51492
6.10559,1.15658,-2.28558,0.62526
-1.11927,24.7943,-2.26361,0.251253
1.91887,20.158,2.40759,0.790064
5.98457,6.77223,-3.0194,-1.0786
5.06112,2.38368,-2.35882,3.37704
7.55287,7.18705,-1.34273,2.55997
9.76,-7.12849,2.05706,-0.317033
7.17411,4.49473,-0.670323,-3.42312
1.35819,5.16342,1.04313,1.01109
4.84314,12.9486,2.79658,0.650383
4.45739,16.2431,0.798286,2.8857
1.95986,-9.11699,0.165919,1.6402
4.34119,-0.282444,-2.9497,3.01309
3.12749,30.7436,-3.45033,2.67484
2.57419,8.62057,-0.32698,-2.71057
0.764062,14.2018,1.38508,0.927835
10.2449,4.97758,-0.884865,-1.13725
1.45638,6.98241,1.73607,-0.517319
3.03612,6.0334,-0.0635786,-0.0503845
5.16293,7.50882,0.136205,1.74832
7.53022,6.43682,0.32884,3.22241
2.64037,2.96328,-0.186531,0.41923
-2.35226,8.15342,2.52733,1.31283
11.8629,0.291059,0.940818,-2.4571
4.17443,0.0812025,-4.75853,0.541267
4.94427,6.18483,-0.379907,-1.92833
8.84002,-2.21149,-3.01218,-2.42937
0.43637,8.24059,-2.17275,3.65325
6.55721,-13.727,-4.69621,-2.90539
8.15234,13.1311,-1.61334,-1.5299
-3.34402,-3.98802,-0.953889,1.47294
1.59892,-7.84554,1.05449,2.0353
-1.75976,9.89535,0.60138,3.24915
3.00599,16.0915,0.511092,-1.35953
5.87205,2.85733,2.78892,0.593401
6.94591,2.05264,-1.39215,-2.93059
-2.22903,-7.11403,-3.96972,-0.949228
2.785,12.4829,1.61656,-0.280302
11.7684,10.5937,0.947911,-0.546458
4.19318,12.3022,0.878635,0.901905
8.30665,6.04334,-1.26249,-2.06508
9.88144,9.61759,2.02856,2.08043
0.899633,7.28558,0.531543,2.81175
3.59315,18.3282,2.24512,0.163612
9.15917,-2.89433,-0.398412,0.891167
4.74349,-3.53222,-3.60467,-0.975935
0.0684891,9.1122,-0.704239,-0.980662
3.82466,2.96094,-0.610356,-2.42714
10.5683,-4.15915,-2.1984,2.66821
-1.38358,-11.5432,-1.30098,-2.44853
4.55869,12.0183,2.15048,-0.686253
10.4069,11.5166,-1.32525,0.395101
3.47636,11.8225,-2.75581,-0.337755
5.38758,0.227681,1.72815,0.0369599
-2.15636,4.14473,-2.65127,2.26597
-1.67584,11.3853,0.420093,0.250895
4.61559,13.5262,2.3433,0.426492
0.914647,12.1292,0.858049,2.04932
4.75957,-3.33336,-1.36847,2.61669
5.01493,15.9575,-3.08435,-2.13105
1.13295,4.82624,-1.15292,-2.96855
2.64245,-1.50641,1.16546,-2.05247
3.11262,0.152417,2.26058,-1.71395
5.01769,6.21855,-0.835771,3.73313
2.10134,14.7221,-1.56628,-2.3338
5.54558,8.62554,-1.04567,3.36558
2.91337,15.0889,-0.826448,-2.85921
-3.25156,-14.207,2.23408,-0.67429
-2.90994,12.4821,0.629118,1.58343
4.67525,20.7794,0.175344,-3.12245
7.83726,-0.876534,1.37063,1.92696
-2.13804,19.973,2.38502,-0.614096
6.28853,2.40241,-0.411141,-3.38537
2.94394,-1.7763,-0.211886,2.02274
2.81198,-8.37818,-1.03154,-2.72072
7.87091,9.68832,1.44238,-1.51861
2.87121,4.54101,1.20488,-2.33139
7.22492,28.5439,0.304774,1.36249
5.12011,10.7524,-2.06358,-2.3587
2.8859,-2.85215,0.626784,-0.695882
2.09151,6.6173,0.466466,-1.25436
-4.59445,-15.5,-1.51193,-2.1475
2.1443,15.3598,-1.38295,2.36771
3.82275,1.92793,-3.49646,2.2581
10.189,2.73543,-1.65033,-3.31013
4.41403,3.26285,2.14122,-1.09903
-0.481421,6.30692,0.865445,0.888335
1.67019,5.46496,-0.0894303,-1.41986
4.48729,5.19241,0.789505,1.31918
2.57924,3.49416,-1.76186,-0.375621
5.50464,-0.243476,-2.03785,-0.839354
3.77621,13.1233,-0.114339,-1.75867
3.20858,-6.36235,1.22855,-0.650012
9.03769,2.84413,-0.202206,2.28869
1.37224,15.2557,1.48109,-2.42951
2.97698,-2.81932,1.04541,2.66212
1.34526,6.41573,1.14872,-0.44935
9.0557,-11.058,1.47643,1.75014
0.158376,8.25631,2.3081,1.24403
3.21301,11.8132,-0.262818,-0.513721
8.27638,4.33699,-1.90603,-3.14864
2.8199,10.0113,-2.64067,0.994571
2.74035,7.91416,1.75049,2.37065
3.01601,19.238,0.63467,2.99788
5.31859,-2.67425,2.37546,-0.692897
6.9971,2.39176,1.91248,1.88424
2.97546,2.08627,-3.32643,2.37307
4.73354,13.7569,-2.79961,2.71689
3.44828,5.97095,0.709545,-2.32256
5.08448,1.59176,0.259639,3.35021
1.90864,-4.4746,0.569869,-1.62271
2.84827,-7.60716,-1.81384,2.90882
6.02667,14.8083,-4.3169,-1.43508
0.731916,10.0117,1.34314,0.851415
-1.97754,9.33565,2.13968,-1.6532
4.7979,-4.31322,-0.242684,2.56362
-0.739046,7.92374,-1.45273,1.52161
9.08826,12.7198,0.853168,1.45102
9.12823,-0.463998,-1.47782,0.404119
0.651674,10.6267,1.16125,0.45311
2.69467,-6.28036,2.56641,0.615955
4.48265,-7.05786,0.105868,-2.23124
-0.568491,15.0656,-0.705095,3.66887
7.1566,6.15803,-1.5144,-0.495654
7.15614,12.4298,2.30099,0.755468
5.66935,-0.273688,0.2493,-0.133097
6.12146,0.881698,-0.458352,-3.37074
11.1604,-2.059,1.59124,-2.52287
-0.263471,7.79415,-1.03394,1.37239
5.35743,3.39445,0.198439,3.28497
7.58038,-23.0578,-0.452804,3.74011
2.26662,-7.42381,0.554096,-2.24037
5.28594,-7.53399,-1.03939,0.517613
10.5381,-5.09505,2.68197,-0.931423
3.36483,22.7541,-2.43107,-0.134291
0.771791,15.85,-0.301217,1.67761
3.74838,9.45515,-0.229158,2.68783
1.53597,-5.25664,1.22053,-0.0191965
7.02697,-7.50796,-1.2307,3.37965
8.20702,2.6478,2.20094,-0.918834
9.3967,2.90572,0.57109,1.16516
5.4329,2.20073,1.52383,-0.421418
1.37538,16.062,0.800835,-0.435866
4.37353,1.10816,-4.64995,-0.133968
5.24457,8.13943,-0.966233,-1.37845
0.409458,-17.6171,1.14418,1.85757
2.23073,-7.23909,2.05771,0.865302
3.54603,0.252918,1.77463,0.242916
8.4197,8.23575,1.37421,0.933878
-1.26719,15.3931,-1.14722,-2.24555
2.83357,-20.5974,-1.27623,3.37956
-1.26714,6.38827,-0.442936,-2.21105
8.84463,9.79315,-1.23971,3.85017
5.35524,-2.92244,-2.27854,-2.19628
7.22206,9.05737,-2.11627,-3.67307
-4.39255,5.72408,-0.19996,1.46385
-1.90742,-4.15252,-0.176281,-1.55794
4.12055,7.26379,0.847852,0.151141
5.69765,15.7084,2.59242,0.680816
3.76693,-6.01359,-0.170811,-2.67279
2.33572,-8.18602,-3.73407,1.85909
0.849183,4.19619,-2.22042,-1.58328
7.74332,3.48605,-3.31835,1.7237
-0.277068,-8.26753,1.1338,2.53486
8.41199,6.6129,1.57628,0.378848
9.88838,-9.6978,-2.578,3.13595
9.64564,13.4096,2.09713,-0.290133
1.64411,-6.1873,2.28907,-1.60257
9.44889,0.849311,1.19608,-0.281795
1.06621,8.00671,-0.432122,2.21621
-5.76394,-17.7282,-2.31851,0.436677
1.22111,11.017,-0.512163,-1.48334
-3.65399,10.2658,2.41976,0.22807
2.20197,-2.28679,0.0152125,0.504497
6.34895,5.71156,-3.12563,2.05275
4.26234,16.8952,-1.09295,-1.67296
4.02985,3.73836,2.09713,-1.86209
1.03767,-4.47332,0.24996,1.89728
3.46057,3.00087,-0.507155,2.97388
2.20913,4.29589,1.74755,-1.40844
10.982,5.12739,2.24684,-1.55728
3.1141,1.06832,-0.746669,2.47357
2.36057,15.3757,1.34929,-2.38377
8.77868,4.11462,0.468094,2.5496
5.03943,-0.0867772,-1.07615,-3.75042
13.8098,10.3652,-3.314,0.27147
-2.07474,-3.84098,-2.68866,-0.892501
1.97779,-5.77065,0.732185,-2.65642
6.06703,-0.592442,0.0172439,3.02262
3.16038,16.0584,0.205089,2.58968
3.90345,4.22002,2.32366,-0.0785093
9.42941,-10.437,-0.374847,3.436
4.45705,0.0408735,1.45433,-1.02151
5.622,-7.18114,-2.23369,0.42753
10.1827,11.7318,-3.90312,2.28196
3.97618,-1.18495,0.740822,-2.22882
9.41006,6.55041,-0.976381,1.14201
6.06093,1.34713,0.624577,3.10548
0.960894,-8.49636,0.203304,-0.170109
0.175943,7.22481,-1.63757,2.37409
9.17254,-0.229933,-1.68415,-2.38409
10.4702,-7.8903,-4.007,0.128244
3.31621,4.31094,-1.69725,1.10042
1.78705,8.25441,-0.711255,1.07438
5.53877,-3.53601,1.05421,-2.1604
6.43214,0.776873,2.35711,-0.307911
4.26286,7.97479,1.94507,1.17381
12.626,6.94987,0.612062,2.4558
11.1427,5.62836,-0.228032,0.399492
0.0221555,-4.17921,-1.62054,1.71174
11.1699,-1.75964,-1.23183,0.578641
6.37102,8.51523,1.83869,-2.12772
5.75468,12.4999,1.56433,0.520647
1.90362,2.80778,1.33213,-2.78932
-1.01653,-7.67658,1.98115,-0.402792
4.03161,10.1423,-0.246155,-1.45112
7.01373,0.0310969,2.71225,-0.00380898
6.05126,-12.2344,1.90438,-2.01514
7.57555,-0.201253,2.43842,0.706916
4.33604,-0.804229,-2.17134,-2.04111
7.45792,18.3461,0.391168,3.35629
1.08345,-3.29529,-0.543815,1.10918
7.5917,-10.2341,-0.102627,-2.12887
7.70923,15.5788,1.21773,-0.0355792
-2.58109,8.20369,-0.927413,-0.554884
11.5416,8.50992,-0.193704,2.06952
6.01346,-6.54963,-3.11739,-2.23709
3.42416,4.37598,0.652901,0.753944
1.12667,8.19587,-4.78117,2.10497
-0.820849,8.32138,1.64554,-0.859055
4.19916,9.48036,2.20208,-1.30072
5.19318,-4.50264,1.08538,2.63898
7.29924,-6.34439,-0.78937,1.17044
